Site_ID,Data_Type,Data_Supplier,Date,Easting,Northing,Total_Dissolved_Solids_mg_L,Turbidity_NTU,Alkalinity_as_Calcium_Carbonate_mg_L,Chloride_mg_L,Silica_Reactive_mg_L,Ammonia_as_N_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrogen_Total_as_N_mg_L,Phosphorus_Total_as_P_mg_L,pH_field,Dissolved_Organic_Carbon_mg_L,Total_Organic_Carbon_mg_L,Chlorophyll_a_mg_m3,Chlorophyll_b_mg_m3,Pheophytin_a_mg_m3,Total_Algae_Cell_Count_cells_mL,Total_Biovolume_mm3_L
Morella Creek at gauge,Laboratory,AWQC,15/02/2023,378811,6001360,14600,1.9,300,8800,14.5,0.062,0.005,1.5,0.061,8.9,13.9,16.8,2.71,,0.82,15200,
Morella Creek at gauge,Laboratory,AWQC,16/03/2023,378811,6001360,15700,7.2,270,8550,7.06,0.006,0.009,1.27,<0.005,9.2,15,15.6,4.54,,1.78,4930,
Morella Creek at gauge,Laboratory,AWQC,13/04/2023,378811,6001360,14200,3.4,262,6560,5.41,0.019,<0.0005,1.3,0.028,9.3,14.8,14.6,5.18,,1.41,1490,
Morella Creek at gauge,Laboratory,AWQC,19/05/2023,378811,6001360,11800,2,265,6740,6.98,0.046,<0.0005,2.17,<0.005,9.1,11.9,12.3,1.26,,0.64,2210,
Morella Creek at gauge,Laboratory,AWQC,28/06/2023,378811,6001360,7930,3.9,297,4490,11,0.032,0.024,1.01,<0.005,8.6,7.9,8.3,2.37,,0.71,1410,
Morella Creek at gauge,Laboratory,AWQC,27/07/2023,378811,6001360,6990,3.3,375,3600,16.6,0.024,0.395,1.32,0.028,0.92,10,9.5,3.01,,1.44,12100,
Morella Creek at gauge,Laboratory,AWQC,16/08/2023,378811,6001360,7430,1.8,363,3940,12.9,0.037,0.012,1.19,<0.005,8.6,10.2,10.1,1.75,,1,52700,
Morella Creek at gauge,Laboratory,AWQC,28/09/2023,378811,6001360,10300,4.3,353,5500,12.6,0.085,0.004,1.32,0.007,8.6,11.2,11.5,3.38,,1.11,116000,
Morella Creek at gauge,Laboratory,AWQC,21/03/2024,378811,6001360,13900,10,505,7620,18.3,76,42.2,1.73,<0.005,8.3,19,19.6,2.21,,0.73,299,
Morella Creek at gauge,Laboratory,AWQC,9/05/2024,378811,6001360,11200,4.6,534,6150,16.1,31,0.8,1.78,0.036,8.4,13.3,14.7,6.69,,1.61,930,
Murray Mouth,Laboratory,ALS,7/07/2020,308015,6063155,39800,2.6,120,,<0.05,0.09,<0.01,0.4,0.07,8.44,4,3,1,<1,<1,2246,
Murray Mouth,Laboratory,ALS,22/07/2020,308015,6063155,29600,5.3,130,15900,<0.05,0.07,<0.01,0.8,0.05,8.45,<1,<1,2,<1,<1,159269,
Murray Mouth,Laboratory,ALS,5/08/2020,308015,6063155,6420,26.9,124,3940,0.9,0.05,0.01,1.2,0.06,8.36,7,8,7,<3,<3,1287373,8.06
Murray Mouth,Laboratory,ALS,26/08/2020,308015,6063155,10500,17.8,129,5890,0.79,0.15,0.02,1.1,0.06,8.48,7,7,8,<1,<1,161667,5.26
Murray Mouth,Laboratory,ALS,9/09/2020,308015,6063155,8160,17,106,4840,0.44,0.15,0.06,1.5,0.07,8.55,8,9,8,<1,2,64213,11.56
Murray Mouth,Laboratory,ALS,30/09/2020,308015,6063155,12700,8.6,120,7740,1.09,0.06,0.03,0.8,<0.01,7.97,6,,2,<2,<2,102796,6.8
Murray Mouth,Laboratory,ALS,21/10/2020,308015,6063155,7550,9.1,125,4530,1.24,0.1,0.03,1,0.08,8.52,7,7,5,<1,<2,159775,19.54
Murray Mouth,Laboratory,ALS,17/11/2020,308015,6063155,21500,3.7,128,13100,<0.05,<0.02,0.01,0.7,0.02,8.44,4,4,<1,<1,<2,6684,2.04
Murray Mouth,Laboratory,ALS,1/12/2020,308015,6063155,15900,5.3,127,9030,0.7,<0.02,<0.01,0.3,0.1,8.66,6,6,2,<1,<1,66270,6.28
Murray Mouth,Laboratory,ALS,3/02/2021,308015,6063155,26700,3.4,128,15300,<0.05,<0.02,<0.01,<10.0,1.98,6.87,3,2,1,<1,1,4224,2.01
Murray Mouth,Laboratory,ALS,24/02/2021,308015,6063155,16000,3.5,135,10000,0.47,0.03,<0.01,0.4,0.09,8.17,6,,4,<1,<1,111733,1.75
Murray Mouth,Laboratory,ALS,17/03/2021,308015,6063155,21700,2.7,121,11900,0.46,0.03,<0.01,0.5,0.1,8.34,4,4,<1,<1,1,45386,2.91
Murray Mouth,Laboratory,ALS,7/04/2021,308015,6063155,20700,3.9,447,11300,0.23,0.09,<0.01,0.3,0.17,8.38,5,4,1,<1,<1,50280,3.32
Murray Mouth,Laboratory,ALS,12/05/2021,308015,6063155,31500,3.3,135,17000,0.18,<0.02,0.01,0.2,0.02,8.09,<1,<1,1,<1,<1,2914,0.2
Murray Mouth,Laboratory,ALS,21/06/2021,308015,6063155,34000,5,119,16900,0.27,<0.02,<0.01,<0.1,0.08,7.19,<1,<1,2,<1,<1,2219,0.66
Murray Mouth,Laboratory,ALS,28/06/2021,308015,6063155,25600,6.4,128,15400,0.59,0.14,0.02,0.5,0.19,9.95,2,2,2,<1,<1,14039,0.65
Murray Mouth,Laboratory,ALS,13/07/2021,308015,6063155,27200,4.5,134,14000,0.24,0.06,<0.01,<0.1,<0.01,7.04,2,3,3,<1,<1,97193,2.6
Murray Mouth,Laboratory,ALS,9/08/2021,308015,6063155,4890,43.4,93,2840,0.58,0.12,0.01,0.9,0.11,6.62,7,9,24,<5,8,422060,13.26
Murray Mouth,Laboratory,ALS,24/08/2021,308015,6063155,1800,52.8,101,1070,0.26,0.07,0.01,0.9,0.06,8.43,7,9,20,<10,12,,
Murray Mouth,Laboratory,ALS,8/09/2021,308015,6063155,2580,20.7,92,1340,0.87,0.09,0.04,1.4,0.11,8.37,7,9,,,,513583,14.26
Murray Mouth,Laboratory,ALS,22/09/2021,308015,6063155,8480,20,96,4810,0.46,0.11,0.02,1,0.18,8.03,6,6,2,<1,1,349946,12.48
Murray Mouth,Laboratory,ALS,26/10/2021,308015,6063155,1310,13.2,87,631,0.79,0.28,0.03,1.2,0.07,9.12,9,8,3,<1,2,507995,9.92
Murray Mouth,Laboratory,ALS,16/11/2021,308015,6063155,906,107,63,419,0.67,0.18,0.1,2.3,0.19,7.85,10,4,2,<1,2,473314,11.88
Murray Mouth,Laboratory,ALS,14/12/2021,308015,6063155,3370,20.4,89,1850,0.99,0.07,0.03,0.6,0.07,8.25,10,8,6,<2,<2,332907,10.2
Murray Mouth,Laboratory,ALS,20/01/2022,308015,6063155,3310,75.9,67,1530,0.68,0.3,0.1,1.5,0.11,8.81,9,8,2,<1,2,49403,3.78
Murray Mouth,Laboratory,ALS,22/02/2022,308015,6063155,1630,71.9,79,568,0.59,0.21,0.11,1.3,0.1,7.37,14,13,11,<5,9,81460,4.73
Murray Mouth,Laboratory,ALS,16/03/2022,308015,6063155,3290,25.3,87,1280,0.91,<0.02,0.1,0.9,0.04,7.6,8,7,10,<2,2,68714,3.67
Murray Mouth,Laboratory,ALS,20/04/2022,308015,6063155,7500,397,112,4100,2.04,0.07,0.07,0.8,0.02,9.3,10,9,4,<1,2,50971,2.92
Murray Mouth,Laboratory,ALS,19/05/2022,308015,6063155,24600,8.1,122,11600,0.24,0.21,0.02,2.7,0.19,7.94,6,6,3,<1,<1,8006,1.48
Murray Mouth,Laboratory,ALS,2/06/2022,308015,6063155,,,,,,,,,,6.69,,,,,,5809,2.08
Murray Mouth,Laboratory,ALS,20/07/2022,308015,6063155,547,83.6,85,250,3.84,0.49,0.02,1.9,0.13,,12,18,,,,93540,9.45
Murray Mouth,Laboratory,ALS,31/08/2022,308015,6063155,9130,65.4,77,4680,2.72,<0.02,0.06,1.1,0.04,,9,8,5,<3,8,23745,5.75
Murray Mouth,Laboratory,ALS,28/09/2022,308015,6063155,1210,119,70,224,0.94,0.04,0.05,10,1.21,,7,7,20,2,16,26889,21.56
Murray Mouth,Laboratory,AWQC,9/11/2022,308015,6063155,398,110,75,152,3.67,0.098,0.058,2.4,0.45,7.8,8.6,15.6,14.6,,15,11600,
Murray Mouth,Laboratory,AWQC,24/11/2022,308015,6063155,540,140,67,227,3.71,0.082,0.016,1.89,0.253,8.1,9.8,17.8,49.1,,33.1,34100,
Murray Mouth,Laboratory,AWQC,20/12/2022,308015,6063155,200,87,81,53,3,0.041,0.03,1.92,0.281,8,12,19.8,35.8,,25.4,129000,
Murray Mouth,Laboratory,AWQC,20/01/2023,308015,6063155,223,79,98,60,0.31,0.009,0.043,1.9,0.379,7.9,15.8,26.7,25.8,,25.3,47600,
Murray Mouth,Laboratory,AWQC,15/02/2023,308015,6063155,188,70,105,54,0.45,<0.001,0.003,3.1,0.335,8.1,13.3,20.2,37.2,,26.6,103000,
Murray Mouth,Laboratory,AWQC,16/03/2023,308015,6063155,361,22,121,115,0.69,<0.001,0.002,1.8,0.109,8.3,11,15.5,33.8,,12.9,258000,
Murray Mouth,Laboratory,AWQC,13/04/2023,308015,6063155,17000,9.4,142,,<0.05,0.161,0.011,1.76,0.167,8,8.1,10.8,18.5,,9.16,55400,
Murray Mouth,Laboratory,AWQC,19/05/2023,308015,6063155,2550,6.8,150,1100,0.18,0.02,0.005,2.08,<0.005,8.4,12.7,14.5,35.9,,9.18,171000,
Murray Mouth,Laboratory,AWQC,28/06/2023,308015,6063155,9210,11,139,5560,0.25,0.071,0.013,1.6,0.021,7.8,9.2,11.8,2.92,,0.89,168000,
Murray Mouth,Laboratory,AWQC,26/07/2023,308015,6063155,907,31,133,395,0.74,0.043,0.02,1.74,0.114,8.1,10.6,15.3,38.1,,18.8,648000,
Murray Mouth,Laboratory,AWQC,16/08/2023,308015,6063155,633,19,115,264,0.34,0.014,0.005,1.45,0.047,8.4,9.5,12,29.7,,10.3,541000,
Murray Mouth,Laboratory,AWQC,28/09/2023,308015,6063155,1560,46,76,706,0.43,0.001,0.027,1.78,0.085,8.1,8,12.1,27,,12.7,171000,
Murray Mouth,Laboratory,AWQC,20/03/2024,308015,6063155,32700,3,118,16900,0.36,7,17.1,0.65,0.037,7.8,3.7,4.9,1.98,,1.41,9820,
Murray Mouth,Laboratory,AWQC,8/05/2024,308015,6063155,36000,1.6,117,18300,0.12,59,1.3,0.62,0.055,7.8,<1.0,1.1,5.41,,1.95,594,
Noonameena,Laboratory,ALS,7/07/2020,342849,6041481,42800,1.6,164,,<0.05,0.04,<0.01,1.2,0.15,8.42,13,14,4,<1,<1,135647,
Noonameena,Laboratory,ALS,22/07/2020,342849,6041481,38000,2.8,162,22900,<0.05,<0.02,<0.01,1.8,0.1,8.58,5,5,5,<1,<1,20239,
Noonameena,Laboratory,ALS,5/08/2020,342849,6041481,51400,1.9,173,25400,<0.05,0.04,<0.01,1.8,0.12,8.75,9,10,2,<1,<1,10497,1.36
Noonameena,Laboratory,ALS,26/08/2020,342849,6041481,43100,2.1,156,19500,<0.05,0.05,0.01,2.4,0.06,8.71,10,9,2,<1,<1,24494,1.01
Noonameena,Laboratory,ALS,9/09/2020,342849,6041481,44200,9.9,161,20000,<0.10,0.04,<0.01,1.9,0.09,8.62,14,14,13,4,4,29614,7.83
Noonameena,Laboratory,ALS,30/09/2020,342849,6041481,46500,2.7,156,25500,<0.05,0.02,<0.01,1.8,0.06,8.76,14,14,2,<1,<1,16087,3.96
Noonameena,Laboratory,ALS,21/10/2020,342849,6041481,57000,1.9,209,31000,0.09,<0.02,<0.01,2.2,0.27,8.52,18,18,<1,<1,<1,55396,1.28
Noonameena,Laboratory,ALS,17/11/2020,342849,6041481,37400,4.7,166,18800,<0.05,0.08,<0.01,3.3,0.16,8.62,17,16,4,<1,<1,19922,1.44
Noonameena,Laboratory,ALS,1/12/2020,342849,6041481,48700,10.2,190,25400,0.16,<0.02,<0.01,0.7,0.37,8.44,18,18,1,<1,2,40443,0.93
Noonameena,Laboratory,ALS,3/02/2021,342849,6041481,60600,54.4,188,39600,0.7,<0.02,<0.01,<10.0,1.76,8.3,24,36,35,<2,21,14606,4.28
Noonameena,Laboratory,ALS,24/02/2021,342849,6041481,52300,8.8,161,35600,0.16,<0.02,0.01,0.4,0.4,8.21,15,16,8,<1,3,12729,2.51
Noonameena,Laboratory,ALS,17/03/2021,342849,6041481,49400,8.4,142,24800,<0.05,0.03,<0.01,2,0.37,8.15,14,15,6,<1,2,11801,5.59
Noonameena,Laboratory,ALS,7/04/2021,342849,6041481,40200,5.6,143,19600,<0.05,0.09,0.02,<0.1,<0.01,8.1,12,18,<1,<1,<1,17348,0.77
Noonameena,Laboratory,ALS,12/05/2021,342849,6041481,26600,2.6,162,14300,0.36,0.08,0.01,1.2,<0.01,8.9,9,8,<1,<1,<1,8322,0.5
Noonameena,Laboratory,ALS,21/06/2021,342849,6041481,36100,2.3,137,17100,<0.05,<0.02,0.03,1.3,0.07,10.62,8,8,8,<1,<1,8126,0.91
Noonameena,Laboratory,ALS,28/06/2021,342849,6041481,27500,4,152,17300,0.06,0.05,<0.01,1.2,0.21,11.07,7,7,6,<1,2,2585,2.48
Noonameena,Laboratory,ALS,13/07/2021,342849,6041481,33900,12.3,174,19000,0.09,0.04,<0.01,<0.1,0.07,7.24,12,12,3,<1,2,1852,0.56
Noonameena,Laboratory,ALS,9/08/2021,342849,6041481,43300,3.7,151,24200,0.22,0.04,<0.01,1.1,0.32,7.94,12,13,1,<1,1,1652,0.18
Noonameena,Laboratory,ALS,24/08/2021,342849,6041481,42700,11.5,161,21800,0.62,0.12,<0.01,1.7,0.05,6.69,,15,3,<1,<1,7288,1.13
Noonameena,Laboratory,ALS,8/09/2021,342849,6041481,42200,4.3,159,26000,0.46,<0.02,0.02,0.6,0.53,8.02,15,15,,,,431,0.07
Noonameena,Laboratory,ALS,22/09/2021,342849,6041481,32700,4.8,133,17200,0.1,0.08,0.02,1.4,0.11,6.54,12,12,<1,<1,1,1165,0.12
Noonameena,Laboratory,ALS,26/10/2021,342849,6041481,57200,2,183,31700,0.62,0.24,<0.01,0.9,0.66,8.05,21,20,<1,<1,<1,1187,0.04
Noonameena,Laboratory,ALS,16/11/2021,342849,6041481,51700,7,158,24200,0.16,<0.02,0.02,1.5,0.48,7.74,21,17,3,1,<1,3131,0.91
Noonameena,Laboratory,ALS,14/12/2021,342849,6041481,65200,2.4,177,33700,1.05,<0.02,<0.01,1.2,1.5,8.04,23,24,2,<1,<1,57644,1.18
Noonameena,Laboratory,ALS,20/01/2022,342849,6041481,46700,18.4,150,19000,0.49,0.03,<0.01,1.9,0.17,8.03,,20,2,1,1,52480,1.6
Noonameena,Laboratory,ALS,22/02/2022,342849,6041481,31500,1.8,129,15000,<0.05,0.05,0.01,0.2,0.02,8,17,17,2,<1,<1,2225,1.56
Noonameena,Laboratory,ALS,16/03/2022,342849,6041481,44300,4.3,148,16100,0.14,<0.02,0.01,1.3,0.16,8.26,19,18,<1,<1,<1,1064,0.15
Noonameena,Laboratory,ALS,20/04/2022,342849,6041481,18100,5.7,131,9460,0.41,0.11,0.02,0.6,<0.01,8.14,14,14,2,<1,7,3907,1.1
Noonameena,Laboratory,ALS,19/05/2022,342849,6041481,1720,35.4,123,778,4.04,0.28,0.22,1.1,0.05,7.18,14,13,12,<1,10,3126,0.92
Noonameena,Laboratory,ALS,2/06/2022,342849,6041481,10300,32.6,124,6180,3.66,0.3,0.25,3.8,0.07,6.76,14,14,1,<1,1,6512,0.74
Noonameena,Laboratory,ALS,20/07/2022,342849,6041481,31800,7,131,14800,1.6,0.1,0.06,2.7,0.11,,19,19,,,,1165,0.24
Noonameena,Laboratory,ALS,30/08/2022,342849,6041481,23600,23.7,124,11300,1.99,<0.02,<0.01,1.5,0.12,,15,14,4,<1,4,2652,0.54
Noonameena,Laboratory,ALS,28/09/2022,342849,6041481,33600,9.8,140,18000,1.01,<0.02,<0.01,3.5,<0.1,,18,16,,,,1091,0.07
Noonameena,Laboratory,AWQC,9/11/2022,342849,6041481,22500,5.4,126,12400,1.14,0.244,0.023,2.34,0.134,7.8,10.3,12.1,1.22,,2.94,657,
Noonameena,Laboratory,AWQC,24/11/2022,342849,6041481,10100,3.5,102,5040,3.04,0.025,0.08,1.17,0.048,8.5,9.1,9.7,1.46,,1.13,188,0.05
Noonameena,Laboratory,AWQC,20/12/2022,342849,6041481,29500,2.9,130,16100,1.79,0.01,0.006,1.78,0.098,8.1,13,13.4,3.32,,0.8,470,
Noonameena,Laboratory,AWQC,20/01/2023,342849,6041481,10600,11,121,5680,3.32,0.033,0.009,0.98,0.107,8.1,14.4,16.2,23.4,,17.3,20,
Noonameena,Laboratory,AWQC,15/02/2023,342849,6041481,10800,71,136,6040,0.22,0.016,0.008,1.31,0.566,8.4,15.6,31.2,113,,32,103000,
Noonameena,Laboratory,AWQC,16/03/2023,342849,6041481,32600,1.7,161,16700,0.85,0.006,0.002,1.52,0.016,8.3,16.6,16.9,1.09,,0.71,3100,
Noonameena,Laboratory,AWQC,13/04/2023,342849,6041481,37300,4.1,165,20600,<0.05,0.048,0.001,1.47,0.064,8.1,16.3,17.2,3.38,,3.7,368,
Noonameena,Laboratory,AWQC,19/05/2023,342849,6041481,33200,1.3,160,18200,0.86,0.027,<0.0005,2.22,<0.005,8,14.9,15.8,13.4,,10.3,78,
Noonameena,Laboratory,AWQC,28/06/2023,342849,6041481,18300,2.5,146,10200,0.98,0.006,0.036,1.32,0.047,7.7,11.9,11.9,2.15,,2.32,240,
Noonameena,Laboratory,AWQC,27/07/2023,342849,6041481,37800,2.3,168,18600,1.83,0.007,0.043,2,0.079,7.8,15.7,16.2,13.2,,2.75,30,
Noonameena,Laboratory,AWQC,15/08/2023,342849,6041481,39300,1.6,168,20100,0.37,0.021,0.002,1.9,0.052,8.2,17.4,18.3,0.93,,0.87,3380,
Noonameena,Laboratory,AWQC,28/09/2023,342849,6041481,37800,5.4,160,18700,0.6,0.028,0.013,2.34,0.059,8.5,17.3,18.8,1.34,,1.27,1550,
Noonameena,Laboratory,AWQC,20/03/2024,342849,6041481,36000,5.4,118,18200,0.63,11,6.9,2.41,0.085,7.9,17.3,18.5,7.28,,6.22,2230,
Noonameena,Laboratory,AWQC,8/05/2024,342849,6041481,31400,1.3,125,16100,0.5,61,0.6,2.67,0.046,8.2,14.5,15,3.35,,1.84,3050,
North Jacks Point,Laboratory,AWQC,22/01/2020,369342,6010970,114000,27,207,52400,1.34,0.029,0.004,6.16,0.189,8,28.1,37,65.3,,13.2,,
North Jacks Point,Laboratory,AWQC,18/02/2020,369342,6010970,121000,17,200,51200,2,0.049,0.001,6.55,0.27,7.9,25.3,36.6,57.4,,8.42,,
North Jacks Point,Laboratory,AWQC,17/03/2020,369342,6010970,129000,30,215,66100,2.04,0.079,0.003,6.61,0.139,7.9,28.4,36.7,48.3,,12.7,,
North Jacks Point,Laboratory,AWQC,15/04/2020,369342,6010970,110000,13,220,55600,1.78,0.051,0.004,5.14,0.185,7.9,25.3,30,28.5,,6.18,,
North Jacks Point,Laboratory,AWQC,12/05/2020,369342,6010970,81100,8.2,194,37100,0.92,0.015,0.001,3.46,0.413,8,17.9,22.1,21.9,,7.15,,
North Jacks Point,Laboratory,AWQC,11/06/2020,369342,6010970,94800,7.9,207,48000,1.17,0.022,0.002,3.46,0.257,8,20.8,25.4,25.1,,4.09,,
North Jacks Point,Laboratory,AWQC,24/06/2020,369342,6010970,88600,6.7,201,45600,0.73,0.027,0.005,3.42,0.117,8.1,20.4,23.4,25,,6.7,,
North Jacks Point,Laboratory,ALS,7/07/2020,369342,6010970,85800,6,215,,0.07,0.06,<0.01,3.4,1.65,8.5,30,36,9,1,5,2382402,
North Jacks Point,Laboratory,ALS,22/07/2020,369342,6010970,74100,10,214,44000,<0.05,<0.02,<0.01,3.5,1.5,8.58,26,33,6,<1,2,1978216,
North Jacks Point,Laboratory,ALS,5/08/2020,369342,6010970,81600,7.4,195,45000,0.08,<0.02,<0.01,3.7,1.57,8.69,27,32,7,<1,2,882996,26.42
North Jacks Point,Laboratory,ALS,26/08/2020,369342,6010970,116000,7.5,211,43600,<0.05,<0.02,<0.01,3.8,0.76,8.62,29,37,5,<1,<1,940953,22.9
North Jacks Point,Laboratory,ALS,9/09/2020,369342,6010970,86700,9.2,209,41900,<0.10,<0.02,<0.01,3.8,1.16,8.6,29,36,8,<1,2,1199549,16.78
North Jacks Point,Laboratory,ALS,30/09/2020,369342,6010970,80000,20.3,204,44100,<0.05,<0.02,<0.01,4,0.3,8.55,,34,11,<2,2,984405,16.36
North Jacks Point,Laboratory,ALS,21/10/2020,369342,6010970,82800,10.1,235,41800,0.25,<0.02,<0.01,4.4,1.47,8.59,28,37,7,<1,2,2007678,43.39
North Jacks Point,Laboratory,ALS,17/11/2020,369342,6010970,88000,18.1,230,48900,0.17,<0.02,<0.01,3.6,2.75,8.12,30,40,16,2,5,1110844,18.57
North Jacks Point,Laboratory,ALS,1/12/2020,369342,6010970,85100,17.5,251,49100,1.13,<0.02,<0.01,4.8,4.03,8.19,32,46,19,<2,6,1444384,28.17
North Jacks Point,Laboratory,ALS,3/02/2021,369342,6010970,95200,23.6,214,67200,2.7,<0.02,<0.01,15.8,7.47,7.98,41,58,11,<2,3,1027004,20.32
North Jacks Point,Laboratory,ALS,24/02/2021,369342,6010970,108000,15.5,215,78300,3.72,<0.02,<0.01,0.8,0.18,8.61,,,13,<2,<2,386275,44.24
North Jacks Point,Laboratory,ALS,17/03/2021,369342,6010970,125000,15.9,210,73200,3.11,0.14,<0.01,3,0.26,8.62,49,61,10,<2,<2,929193,24.88
North Jacks Point,Laboratory,ALS,7/04/2021,369342,6010970,114000,13.6,206,68500,3.16,<0.02,<0.01,2.8,0.23,8.76,40,46,17,<1,2,3482794,419.96
North Jacks Point,Laboratory,ALS,12/05/2021,369342,6010970,83200,12.1,222,56600,2.1,<0.02,0.06,3.3,4,8.52,40,47,5,<1,<1,723296,9.22
North Jacks Point,Laboratory,ALS,21/06/2021,369342,6010970,96000,8.4,192,48900,1.17,<0.02,<0.01,2.2,0.35,7.25,31,38,12,<1,7,2262515,17.96
North Jacks Point,Laboratory,ALS,28/06/2021,369342,6010970,92200,11.2,210,50100,0.74,<0.02,<0.01,2.1,3.77,7.24,29,32,9,<1,2,1721754,26.69
North Jacks Point,Laboratory,ALS,13/07/2021,369342,6010970,93000,8.2,220,46500,0.79,<0.02,<0.02,2.1,0.26,7.14,32,36,9,<1,2,939909,6.58
North Jacks Point,Laboratory,ALS,9/08/2021,369342,6010970,70800,10.4,179,44800,0.79,<0.02,0.01,3.4,0.68,8.52,24,29,9,<1,2,1509232,9.95
North Jacks Point,Laboratory,ALS,24/08/2021,369342,6010970,77100,17.2,216,41900,0.49,<0.02,<0.01,1.9,1.05,7.67,25,30,14,<2,5,814110,5.78
North Jacks Point,Laboratory,ALS,8/09/2021,369342,6010970,82900,13.9,203,43300,0.44,<0.02,<0.01,2.4,1.95,7.63,25,30,,,,903501,6.86
North Jacks Point,Laboratory,ALS,22/09/2021,369342,6010970,72100,17.2,214,40700,0.63,<0.02,<0.01,2.5,2.06,7.77,23,28,4,<1,1,987505,7.54
North Jacks Point,Laboratory,ALS,26/10/2021,369342,6010970,81500,11.3,246,47200,0.81,0.14,<0.01,2.3,1.09,8.25,28,34,6,<1,4,846118,9.06
North Jacks Point,Laboratory,ALS,16/11/2021,369342,6010970,71700,18.5,235,35800,2.11,<0.02,0.02,4.8,0.25,7.81,30,36,18,<2,2,714044,15.23
North Jacks Point,Laboratory,ALS,14/12/2021,369342,6010970,82800,22.7,218,42000,4.67,<0.02,<0.01,3.8,2.53,7.97,35,53,18,4,36,1999152,56.33
North Jacks Point,Laboratory,ALS,20/01/2022,369342,6010970,109000,43.6,206,49800,6.76,<0.02,<0.01,5.4,3.13,8.44,43,64,21,3,38,1108307,59.47
North Jacks Point,Laboratory,ALS,22/02/2022,369342,6010970,129000,25.3,228,60700,7,<0.02,<0.01,4.7,2.5,8.15,44,62,33,2,46,1242630,42.8
North Jacks Point,Laboratory,ALS,16/03/2022,369342,6010970,122000,38.8,231,51200,6.85,<0.02,<0.01,4.7,3.79,8.72,41,56,57,<2,12,1719858,46.91
North Jacks Point,Laboratory,ALS,20/04/2022,369342,6010970,112000,22.8,227,62800,6.2,<0.02,<0.01,3.7,1.55,11.45,44,53,27,<1,23,1040954,41.9
North Jacks Point,Laboratory,ALS,19/05/2022,369342,6010970,61100,10.1,197,39000,2.84,<0.02,<0.01,6.7,0.6,7.84,30,34,14,1,4,746486,11.36
North Jacks Point,Laboratory,ALS,2/06/2022,369342,6010970,77200,8.4,200,49200,4.62,0.13,0.02,5.9,0.11,7.56,34,37,11,1,9,607534,9.93
North Jacks Point,Laboratory,ALS,21/07/2022,369342,6010970,69100,10,187,32200,2.54,<0.02,<0.01,4.4,0.23,,29,34,,,,388545,8.27
North Jacks Point,Laboratory,ALS,31/08/2022,369342,6010970,81000,13.7,189,28600,0.98,<0.02,<0.01,4.3,0.32,,28,32,9,2,4,156064,21.24
North Jacks Point,Laboratory,ALS,29/09/2022,369342,6010970,63500,15.8,201,36100,0.46,<0.02,<0.01,3.7,<0.1,,27,34,10,2,5,395713,10.83
North Jacks Point,Laboratory,AWQC,9/11/2022,369342,6010970,63200,8,229,33100,1.03,0.042,0.003,3.56,0.141,8.2,18.6,23.4,31.6,,7.02,958000,
North Jacks Point,Laboratory,AWQC,24/11/2022,369342,6010970,60800,13,219,32000,1.75,0.031,0.001,3.55,0.156,8.2,17.4,24.3,52.8,,17.7,1460000,
North Jacks Point,Laboratory,AWQC,20/12/2022,369342,6010970,65900,16,218,34000,2.85,0.03,0.003,4.3,0.189,8.2,18,28.8,76.2,,23.8,1870000,
North Jacks Point,Laboratory,AWQC,20/01/2023,369342,6010970,67000,14,212,34200,2.91,0.036,0.002,3.48,0.174,8.1,21.1,26.7,88.7,,32.9,1230000,
North Jacks Point,Laboratory,AWQC,15/02/2023,369342,6010970,66500,12,220,36500,3.18,0.035,0.007,4.51,0.146,8.1,18.8,25.9,102,,34.3,1520000,
North Jacks Point,Laboratory,AWQC,16/03/2023,369342,6010970,71500,10,229,34800,4.68,0.026,0.007,3.76,0.079,8.2,21,29.8,92,,29.4,297000,
North Jacks Point,Laboratory,AWQC,13/04/2023,369342,6010970,73100,15,242,38700,4.27,0.036,<0.0005,3.94,0.164,8,22,30.7,110,,44.4,1680000,
North Jacks Point,Laboratory,AWQC,19/05/2023,369342,6010970,69300,10,219,36000,6.49,0.018,<0.0005,4.75,<0.005,8,20.3,26.3,101,,29.4,1310000,
North Jacks Point,Laboratory,AWQC,28/06/2023,369342,6010970,51900,16,191,26800,4.62,0.004,0.011,4.26,0.121,7.9,18.9,24.4,180,,57.5,1180000,
North Jacks Point,Laboratory,AWQC,27/06/2023,369342,6010970,52700,13,217,27000,6.2,0.013,0.004,3.22,0.129,8,20.9,27.7,109,,39.3,1240000,
North Jacks Point,Laboratory,AWQC,16/08/2023,369342,6010970,52400,20,222,26500,6.22,0.027,<0.0005,4.72,0.091,8.2,21.5,30.2,166,,70.6,1620000,
North Jacks Point,Laboratory,AWQC,28/09/2023,369342,6010970,52200,18,234,26000,5.89,0.026,0.001,5.17,0.133,8.1,19.9,28.6,147,,47.7,778000,
North Jacks Point,Laboratory,AWQC,21/03/2024,369342,6010972,,27,256,44000,11.6,0.033,0.008,9.64,0.341,8,37.9,52.4,195,,64.9,2670000,
North Jacks Point,Laboratory,AWQC,9/05/2024,369342,6010972,98200,17,232,52000,12,<1,0.5,6.32,0.238,8,36.9,50.1,103,,27.3,1150000,
Parnka Point,Laboratory,AWQC,22/01/2020,355237,6025730,119000,27,201,58700,1.3,0.044,0.031,6.47,0.25,7.8,28.3,37.2,45.4,,8.05,,
