Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Villa de Yumpa,20/08/2003 14:20,359175,6022894,70.47,,,,,214,,0.4,0.25,0.002,0.002,,,261,,0.005,763,,,,,,,,52200,,73,11,,,,0.01,110000,,,,,,,,,,,,,,,,,,,,,,1.37,,0.308,,0.005,,2780,,,0.0003,,0.007,0.005,,,,,,,,0.008,0.189,804,,0.007,3.7,0.002,,31200,,,5940,,4.72,,84000,,,,,9.3,,,,0.03,8.1,4.725
Villa de Yumpa,15/09/2003 13:30,359175,6022894,70.47,,,,,184,,0.348,0.085,0.002,0.002,,,225,,0.005,644,,,,,,,,35500,,41,5.5,,,,0.03,85900,,,,,,,,,,,,,,,,,,,,,,-3.54,,0.249,,0.005,,2370,,,0.0003,,0.029,0.005,,,,,,,,0.008,0.168,660,,0.001,1,0.002,,18100,,,4940,,3.18,,62000,,,,,10,,,,0.03,8.2,3.185
Villa de Yumpa,27/10/2003 14:20,359175,6022894,70.47,,,,,237,,1.3,0.018,0.002,0.003,,,289,,0.007,820,,,,,,,,47900,,38,7.7,,,,0.01,103000,,,,,,,,,,,,,,,,,,,,,,-5.03,,1.04,,0.005,,3000,,,0.0003,,0.026,0.005,,,,,,,,0.007,0.254,860,,0.001,2.8,0.002,,23800,,,6320,,5.73,,77000,,,,,24,,,,0.03,8.1,5.735
Villa de Yumpa,24/11/2003 14:02,359175,6022894,70.47,,,,,221,,1.92,0.018,0.002,0.002,,,270,,0.005,1040,,,,,,,,53600,,120,49,,,,0.01,113000,,,,,,,,,102000,,,,,,,,,,,,,4.86,,1.53,,0.005,,3970,,,0.0003,,0.042,0.005,,,,,,,,0.022,0.367,1160,,0.003,2.4,0.002,,33500,,,8480,,0.73,,87000,,,,,20,,,,0.03,7.9,0.735
Villa de Yumpa,9/12/2003 0:01,359175,6022894,70.47,,,,,226,0.091,,0.012,,,,,276,,0.007,1110,,,,,,,,61100,,8.4,1.7,,,,0.01,119000,0.03,,,,,,,,,,,,,,,,,,,,,2.24,0.025,,,0.005,,4220,,,0.0003,,,0.005,,,,,,,,0.025,0.413,1270,,,2.6,0.002,,36000,,,8980,,8.04,,93000,,,,,30,,,0.03,,7.9,8.045
Villa de Yumpa,20/01/2004 11:57,359175,6022894,70.47,,,,,235,,0.41,0.012,0.002,0.008,,,287,,0.012,1190,,,,,,,,68400,,150,22,,,,0.01,138000,,,,,,,,,,,,,,,,,,,,,,-0.61,,0.343,,0.005,,4570,,,0.0003,,0.053,0.005,,,,,,,,0.015,0.495,1380,,0.002,6,0.002,,37700,,,9720,,10.4,,110000,,,,,37,,,,0.03,7.7,10.405
Villa de Yumpa,24/02/2004 13:17,359175,6022894,70.47,,,,,215,,0.218,0.076,0.002,0.015,,,262,,0.005,1680,,,,,,,,77500,,65,8.6,,,,0.01,151000,,,,,,,,,,,,,,,,,,,,,,1.29,,0.325,,0.005,,5780,,,0.0003,,0.014,0.005,,,,,,,,0.029,0.453,2110,,0.001,7.1,0.002,,44900,,,14800,,1.12,,130000,,,,,31,,,,0.05,7.6,1.125
Villa de Yumpa,25/03/2004 12:30,359175,6022894,70.47,,,,,216,0.156,,0.077,,,,,264,,0.005,1440,,,,,,,,86800,,76,8.8,,,,0.01,163000,0.07,,,,,,,,157000,,,,,,,,,,,,,0.23,0.02,,,0.005,,6040,,,0.0003,,,0.01,,,,,,,,0.034,0.498,1730,,,5.9,0.002,,48600,,,12400,,8.85,,140000,,,,,30,,,0.03,,7.7,8.86
Villa de Yumpa,21/04/2004 11:57,359175,6022894,70.47,,,,,222,,0.201,0.107,0.002,0.002,,,271,,0.005,1650,,,,,,,,85900,,69,10,,,,0.01,154000,,,,,,,,,,,,,,,,,,,,,,3.97,,0.204,,0.005,,7820,,,0.0003,,0.005,0.005,,,,,,,,0.02,0.427,1990,,0.001,4.9,0.002,,49800,,,14000,,5.27,,130000,,,,,15,,,,0.03,7.8,5.275
Villa de Yumpa,26/05/2004 13:00,359175,6022894,70.47,,,,,198,,0.072,0.031,0.003,0.01,,,242,,0.005,1190,,,,,,,,67200,,58,6.7,,,,0.01,102000,,,,,,,,,,,,,,,,,,,,,,-5.54,,0.123,,0.005,,4470,,,0.0005,,0.015,0.005,,,,,,,,0.005,0.278,1300,,0.002,3.2,0.002,,32100,,,8260,,6.55,,77000,,,,,10,,,,0.03,8,6.555
Villa de Yumpa,21/06/2004 14:30,359175,6022894,70.47,,,,,188,0.089,0.122,0.008,,,,,229,,0.005,879,,,,,,,,47800,,100,14,,,,0.01,105000,0.03,,,,,,,,86000,,,,,,,,,,,,,-0.78,0.02,0.148,,0.005,,3230,,,0.0003,,,0.005,,,,,,,,0.005,0.174,945,,,2.9,0.002,,26200,,,6860,,3.96,,80000,,,,,7.1,,,0.03,0.03,8,3.965
Villa de Yumpa,28/07/2004 11:30,359175,6022894,70.47,,,,,,,0.159,0.023,0.002,0.008,,,,,0.005,914,2280,,,,,,,,,56,8.4,,,,0.01,112000,,,,,,,,,,,,,,,,,,,,,,,,0.427,,0.005,,3400,14000,,0.0003,,0.026,0.005,,,,,,,,0.005,0.283,,,0.001,4.4,0.002,,,,,,,5.41,,86000,,16290,,,24,,,,0.03,8,5.415
Villa de Yumpa,25/08/2004 12:36,359175,6022894,70.47,,,,,,,0.212,0.009,0.1,0.005,,,,,0.005,897,,,,,,,,,,48,7.5,,,,0.01,112000,,,,,,,,,,,,,,,,,,,,,,,,0.151,,0.005,,3410,,,0.0003,,0.014,0.005,,,,,,,,0.005,0.217,,,0.001,2.4,0.002,,,,,,,5.69,,86000,,,,,9.2,,,,0.03,8.2,5.695
Villa de Yumpa,15/09/2004 15:30,359175,6022894,70.47,,,,,211,0.05,0.147,0.189,,,,,258,,0.005,899,,,,,,,,48800,,,,,,,0.01,103000,0.01,,,,,,,,87100,,,,,,,,,,,,,-1.97,0.025,0.281,,0.005,,3340,,,0.0003,,,0.005,,,,,,,,0.005,0.288,929,,,3.3,0.002,,25900,,,7030,,5.83,,77000,,,,,14,,,0.03,0.03,8,5.835
Villa de Yumpa,27/10/2004 12:25,359175,6022894,70.47,,,,,,,0.509,0.013,0.002,0.01,,,,,0.006,1040,,,,,,,,,,57,9,,,,0.01,120000,,,,,,,,,,,,,,,,,,,,,,,,0.863,,0.005,,3880,,,0.0003,,0.005,0.012,,,,,,,,0.015,0.423,,,0.001,1.1,0.002,,,,,,,6.38,,94000,,,,,47,,,,0.03,8.1,6.392
Villa de Yumpa,29/11/2004 11:50,359175,6022894,70.47,,,,,,,0.082,0.082,0.002,0.006,,,,,0.008,1070,,,,,,,,,,50,12,,,,0.01,130000,,,,,,,,,,,,,,,,,,,,,,,,0.277,,0.005,,4180,,,0.0003,,0.005,0.008,,,,,,,,0.005,0.485,,,0.002,3.1,0.002,,,,,,,8.71,,100000,,,,,17,,,,0.03,8.3,8.718
Villa de Yumpa,8/12/2004 17:40,359175,6022894,70.47,,,,,188,0.05,0.157,0.012,0.002,,,,229,,0.017,1580,,,,,,,,68800,,71,15,,,,0.01,132000,0.04,,,,,,,,125000,,,,,,,,,,,,,-4.75,0.025,0.316,,0.005,,4430,,,0.0003,,,0.005,,,,,,,,0.005,0.51,1690,,,3.5,0.002,,35100,,,12900,,5.07,,110000,,,,,25,,,0.05,0.06,8,5.075
Villa de Yumpa,13/01/2005 12:52,359175,6022894,70.47,,,,,,,0.528,0.009,0.002,0.013,,,,,0.012,1330,,,,,,,,,,58,13,,,,0.01,143000,,,,,,,,,,,,,,,,,,,,,,,,0.926,,0.005,,5190,,,0.0003,,,0.005,,,,,,,,0.022,0.511,,,0.001,4.8,0.002,,,,,,,6.3,,120000,,,,,26,,,,0.04,7.9,6.305
Villa de Yumpa,8/03/2005 13:15,359175,6022894,70.47,,,,,213,0.05,0.189,0.007,,,,,260,,0.005,1430,,,,,,,,86800,,86,16,,,,0.01,162000,0.03,,,,,,,,151000,,,,,,,,,,,,,-4.91,0.02,0.743,,0.005,,5320,,,0.0003,,,0.005,,,,,,,,0.024,0.41,1710,,,6.7,0.002,,43500,,,11700,,7.69,,140000,,,,,22,,,0.03,0.03,7.6,7.695
Villa de Yumpa,12/09/2012 8:15,359175,6022894,70.47,,,,4440000,,,,0.016,,,,,,,,,,,,,1480125,,,25300,,66.5,27.6,,,,,66600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,0.006,0.254,,,,4.47,,,,,,,,1,,46000,,,,,14,,,,,,1.007
Villa de Yumpa,13/12/2012 12:50,359175,6022894,70.47,,,,5240000,,,,0.005,,,,,,2580000,,,,,,,748693.5714,,,47100,,59.9,16,,,,,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.008,0.379,,,,4.09,,,,,,,,7.65,,77000,,,,,13,,,,,,7.653
Villa de Yumpa,13/02/2013 11:00,359175,6022894,70.47,,,,7400000,,,,0.005,,,,,,6270000,,,,,,,1057450,,,59800,,47,10.1,,,,,123000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.005,0.357,,,,1.32,,,,,,,,4.98,,97000,,,,,30,,,,,,4.983
Villa de Yumpa,18/03/2013 0:00,359175,6022894,70.47,,,,1650000,,,,0.005,,,,,,180,,,,,,,182908.8889,,,33700,,39.4,3.56,,,,,81900,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.005,0.261,,,,5.94,,,,,,,,4.28,,59000,,,,,16,,,,,,4.283
Villa de Yumpa,24/09/2013 10:15,359175,6022894,70.47,,,,633000,,,,0.005,,,,,,,,,,,,,316500.5,,,28100,,22.2,5.5,,,,,76900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.003,0.148,,,,0.1,,,,,,,,3.09,,54000,,,,,16,,,,,8.4,3.093
Villa de Yumpa,22/10/2013 10:49,359175,6022894,70.47,,,,1710000,,,,0.005,,,,,,,,,,,,,570058.3333,,,28600,,25.5,6.09,,,,,77100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.003,0.217,,,,0.27,,,,,,,,3.31,,54000,,,,,19,,,,,8.2,3.313
Villa de Yumpa,21/11/2013 10:25,359175,6022894,70.47,,,,3260000,,,,0.005,,,,,,2080000,,,,,,,652040,,,34400,,62.5,15.6,,,,,81500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,0.003,0.29,,,,0.26,,,,,,,,4.2,,58000,,,,,35,,,,,8.1,4.205
Villa de Yumpa,17/12/2013 0:00,359175,6022894,70.47,,,,1790000,,,,0.005,,,,,,,,,,,,,447587.5,,,35600,,27.1,4.49,,,,,96200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,0.003,0.237,,,,0.62,,,,,,,,4.7,,71000,,,,,25,,,,,8.2,4.704
Villa de Yumpa,22/01/2014 0:00,359175,6022894,70.47,,,,3110000,,,,0.005,,,,,,2370000,,,,,,,777618.75,,,45800,,62.6,7.07,,,,,112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,0.003,0.344,,,,0.85,,,,,,,,6.7,,86000,,,,,45,,,,,7.8,6.705
Villa de Yumpa,14/07/2014 0:00,359175,6022894,70.47,,,,3630000,180,,,0.005,,,,,219,29800,,,,,,,725020,,,25300,,83.5,17,,,,,81700,,,,,,,,,,,,,,,,,29800,,,,,,,,,,,,,,,,,0.004,0.005,0.003,,,,,,0.004,0.217,,,,3.14,,,,,,,,3.78,,58000,,,,,13,,,,,8,3.784
Villa de Yumpa,21/07/2014 11:05,359175,6022894,70.47,,,,,,,,0.008,,,,,,,,,,,,,,,,33300,,68.1,14.8,,,,,81800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.99,,,,,0.003,0.218,,,,3.27,,,,,,,,3.99,,58000,,,,,17,,,,,,3.993
Villa de Yumpa,5/08/2014 9:22,359175,6022894,70.47,,,,,,,,0.006,,,,,,,,,,,,,,,,29300,,90.4,14.2,,,,,80500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.8,,,,,0.004,0.239,,,,3.1,,,,,,,,3.8,,57000,,,,,15,,,,,,3.803
Villa de Yumpa,19/08/2014 12:20,359175,6022894,70.47,,,,,,,,0.03,,,,,,,,,,,,,,,,32100,,53.3,9.58,,,,,83500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,3.53,,,,,0.013,0.216,,,,3.32,,,,,,,,3.52,,60000,,,,,13,,,,,,3.528
Villa de Yumpa,3/09/2014 9:47,359175,6022894,70.47,,,,,,,,0.008,,,,,,,,,,,,,,,,32500,,16.9,2.99,,,,,84800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.03,,,,,0.003,0.137,,,,2.63,,,,,,,,3.03,,61000,,,,,6,,,,,,3.033
Villa de Yumpa,16/09/2014 9:20,359175,6022894,70.47,,,,343000,,,,0.005,,,,,,,,,,,,,114483.3333,,,32000,,19.6,1.98,,,,,85900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.003,0.169,,,,1.73,,,,,,,,3.28,,62000,,,,,17,,,,,,3.283
Villa de Yumpa,2/10/2014 9:45,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,32100,,31,4.82,,,,,91800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,3.19,,,,,0.003,0.19,,,,1.79,,,,,,,,3.19,,67000,,,,,22,,,,,,3.194
Villa de Yumpa,15/10/2014 9:40,359175,6022894,70.47,,,,773000,204,,,0.005,,,,,249,13800,,,,,,,110424.2857,,,31800,,27.6,2.78,,,,,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,,,,,,0.003,0.2,,,,0.99,,,,,,,,3.05,,68000,,,,,17,,,,,8.1,3.053
Villa de Yumpa,13/11/2014 8:40,359175,6022894,70.47,,,,3870000,,,,0.005,,,,,,5700,,,,,,,645241.6667,,,39600,,26.2,2.93,,,,,105000,,,,,,,,,,,,,,,,,5700,,,,,,,,,,,,,,,,,0.003,,,3.37,,,,,0.003,0.307,,,,1.07,,,,,,,,3.37,,79000,,,,,20,,,,,,3.373
Villa de Yumpa,10/12/2014 9:45,359175,6022894,70.47,,,,3100000,,,,0.005,,,,,,,,,,,,,619237,,,40800,,30.8,4.37,,,,,111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,5.27,,,,,0.003,0.259,,,,0.65,,,,,,,,5.27,,85000,,,,,25,,,,,,5.273
Villa de Yumpa,21/01/2015 9:30,359175,6022894,70.47,,4.4,,134000,176,,,0.005,,,,,215,,,,,,,,22251,,,52200,,39.9,8.01,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,3.9,,,,,0.003,0.282,,,,1.8,,,,,,,,5.2,,84000,,,,,46,,,,,8.2,5.203
Villa de Yumpa,23/04/2015 9:55,359175,6022894,70.47,,9,,967000,204,,,0.005,,,,,249,,,,,,,,193370,,,46100,,42.2,5.99,,,,,114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,3.49,,,,,0.003,0.177,,,,1.11,,,,,,,,3.49,,88000,,,,,18,,,,,8,3.493
Villa de Yumpa,21/05/2015 12:15,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,22400,,45.8,9,,,,,86300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.42,,,,,0.003,0.163,,,,1.44,,,,,,,,3.42,,62000,,,,,16,,,,,,3.423
Villa de Yumpa,16/06/2015 11:10,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,24400,,58.2,9.54,,,,,94800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,4.06,,,,,0.003,0.22,,,,2.5,,,,,,,,4.06,,70000,,,,,11,,,,,,4.063
Villa de Yumpa,16/07/2015 0:00,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,33200,,50.3,5.98,,,,,89100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,3.63,,,,,0.003,0.177,,,,2.14,,,,,,,,3.62,,65000,,,,,22,,,,,,3.631
Villa de Yumpa,29/07/2015 11:45,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,27000,,33.7,3.49,,,,,80200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.43,,,,,0.003,0.157,,,,1.75,,,,,,,,3.43,,57000,,,,,22,,,,,,3.433
Villa de Yumpa,28/08/2015 11:18,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,35600,,46.8,7.19,,,,,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,4.34,,,,,0.003,0.183,,,,1.21,,,,,,,,4.34,,64000,,,,,24,,,,,,4.344
Villa de Yumpa,10/09/2015 12:15,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,36100,,42.3,5.34,,,,,89200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,4.93,,,,,0.003,0.221,,,,0.67,,,,,,,,4.93,,65000,,,,,23,,,,,,4.934
Villa de Yumpa,25/09/2015 11:50,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,27400,,33.4,3.5,,,,,92500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,4.66,,,,,0.003,0.21,,,,0.56,,,,,,,,4.66,,68000,,,,,29,,,,,,4.663
Villa de Yumpa,8/10/2015 10:35,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,30000,,59,2.09,,,,,96400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,4.96,,,,,0.003,0.256,,,,0.24,,,,,,,,4.96,,71000,,,,,44,,,,,,4.963
Villa de Yumpa,28/10/2015 11:00,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,30600,,28.3,2.22,,,,,106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,5.04,,,,,0.003,0.209,,,,0.29,,,,,,,,5.04,,80000,,,,,22,,,,,,5.043
Villa de Yumpa,17/11/2015 12:24,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,39100,,38.6,5.69,,,,,114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,5.78,,,,,0.003,0.234,,,,0.24,,,,,,,,5.78,,88000,,,,,20,,,,,,5.783
Villa de Yumpa,10/12/2015 11:25,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,31200,,22.6,3.67,,,,,109000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,4.63,,,,,0.004,0.188,,,,2.1,,,,,,,,4.63,,83000,,,,,12,,,,,,4.633
Villa de Yumpa,5/01/2016 9:15,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,48700,,54.8,9.86,,,,,142000,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,7.26,,,,,0.004,0.359,,,,2.53,,,,,,,,7.26,,120000,,,39,,32,,,,,,7.263
Villa de Yumpa,16/03/2016 11:30,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,28400,,21.9,1.42,,,,,103000,,,,,,,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.85,,,,,0.006,0.142,,,,0.77,,,,,,,,3.85,,78000,,,35.2,,12,,,,,,3.853
Villa de Yumpa,12/04/2016 10:20,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,28700,,8.1,1.34,,,,,72900,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,2.14,,,,,0.004,0.105,,,,0.08,,,,,,,,2.14,,51000,,,17.9,,3,,,,,,2.143
Villa de Yumpa,18/05/2016 10:05,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,30500,,43.5,9.12,,,,,101000,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.46,,,,,0.003,0.143,,,,1.02,,,,,,,,3.46,,76000,,,32.8,,6.3,,,,,,3.463
Villa de Yumpa,8/06/2016 10:20,359175,6022894,70.47,,,,,,,,0.005,,,,,,,,,,,,,,,,25300,,29.4,6,,,,,98100,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,3.74,,,,,0.003,0.149,,,,1.03,,,,,,,,3.74,,73000,,,30.7,,10,,,,,,3.743
Villa de Yumpa,19/06/2018 14:20,359175,6022894,70.47,,,,,164,,,0.005,,,,,200,,,,,,,,,,,26100,,17.1,,,,,,75600,,,,,,,3.7,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.003,,,2.94,,,,4.45,0.004,0.095,,,,1.37,,,,,,,16,2.94,21.6,53000,,,23.7,,11,,14,,,7.7,2.943
Villa de Yumpa,11/07/2018 9:45,359175,6022894,70.47,,,,,193,,,0.007,,,,,236,,,,,,,,,,,35800,,60.5,,,,,,85000,,,,,,,19,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.005,,,4.28,,,,27.4,0.003,0.197,,,,2.33,,,,,,,38,4.27,21.6,61000,,,25.7,,23,,32,,,8,4.275
Villa de Yumpa,1/08/2018 12:15,359175,6022894,70.47,,,,,162,,,0.005,,,,,198,,,,,,,,,,,11250,,36.3,,,,,,71300,,,,,,,13.7,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.003,,,2.27,,,,4.02,0.008,0.101,,,,1.72,,,,,,,9,2.27,21.2,50000,,,15.5,,6.2,,9,,,8.1,2.273
Villa de Yumpa,21/08/2018 10:50,359175,6022894,70.47,,,,,190,,,0.016,,,,,232,,,,,,,,,,,26300,,51.8,,,,,,81700,,,,,,,17,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.003,,,4.86,,,,1.51,0.006,0.142,,,,1.58,,,,,,,20,4.86,22.6,58000,,,22.1,,11,,19,,,8.1,4.863
Villa de Yumpa,4/09/2018 12:00,359175,6022894,70.47,,,,,205,,,0.005,,,,,250,,,,,,,,,,,28600,,4.18,,,,,,85300,,,,,,,18.6,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.003,,,3.42,,,,32.8,0.003,0.138,,,,1.44,,,,,,,22,3.42,21.6,61000,,,22.8,,14,,20,,,8.2,3.423
Villa de Yumpa,18/09/2018 13:25,359175,6022894,70.47,,,,,204,,,0.005,,,,,248,,,,,,,,,,,31900,,0.1,,,,,,85500,,,,,,,17.9,,,,,,,,,15,,,,,,,,,,,,,,,,,,0.005,,,3.46,,,,40.1,0.003,0.226,,,,0.72,,,,,,,45,3.45,22.2,62000,,,22.7,,34,,30,,,8,3.455
Villa de Yumpa,3/10/2018 10:50,359175,6022894,70.47,,,,,237,,,0.023,,,,,290,,,,,,,,,,,29500,,0.1,,,,,,88400,,,,,,,19.5,,,,,,,,,25,,,,,,,,,,,,,,,,,,0.005,,,5.95,,,,57.2,0.003,0.257,,,,0.7,,,,,,,65,5.94,22,64000,,,27.4,,51,,40,,,8,5.945
Villa de Yumpa,18/10/2018 11:30,359175,6022894,70.47,,,,,228,,,0.015,,,,,278,,,,,,,,,,,32400,,49.5,,,,,,93000,,,,,,,20.4,,,,,,,,,38,,,,,,,,,,,,,,,,,,0.005,,,6.7,,,,26.2,0.012,0.256,,,,1.77,,,,,,,72,6.69,22.8,68000,,,26.9,,46,,34,,,8,6.695
Villa de Yumpa,11/12/2018 10:10,359175,6022894,70.47,,,,,210,,,0.005,,,,,256,,,,,,,,,,,42300,,34.9,,,,,,103000,,,,,,,23.6,,,,,,,,,4,,,,,,,,,,,,,,,,,,0.003,,,5.61,,,,6.1,0.003,0.218,,,,0.36,,,,,,,40,5.61,22.8,78000,,,30.9,,23,,36,,,7.9,5.613
Villa de Yumpa,10/01/2019 11:30,359175,6022894,70.47,,,,,152,,,0.005,,,,,178,,,,,,4,,,,,47600,,27.1,,,,,,,,,,,,,25.2,,,,,,,,,4,,,,,,,,,,,,,,,,,,0.003,,,5.91,,,,8.8,0.003,0.223,,,,1.8,,,,,,,36,5.91,23.2,,103000,,33.1,,25,,32,,,8.3,5.913
