!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                908,         453.50,       172.0045,      0.8932,      3.3587,      0.0316,      0.0085,
                909,         454.00,       173.9185,      0.8902,      3.7845,      0.0354,      0.0059,
                910,         454.50,       180.6794,      1.0037,      4.4313,      0.0458,      0.0429,
                911,         455.00,       180.5042,      1.0090,      4.4482,      0.0457,      0.0026,
                912,         455.50,       180.2309,      1.0101,      4.4616,      0.0461,      0.0027,
                913,         456.00,       180.1771,      1.0088,      4.4549,      0.0460,      0.0044,
                914,         456.50,       180.5816,      0.9983,      4.4790,      0.0471,      0.0031,
                915,         457.00,       178.2959,      0.9850,      4.4015,      0.0461,      0.0044,
                916,         457.50,       176.0389,      0.9738,      4.3333,      0.0452,      0.0027,
                917,         458.00,       175.2249,      0.9708,      4.3076,      0.0448,      0.0029,
                918,         458.50,       175.3032,      0.9725,      4.3102,      0.0448,      0.0004,
                919,         459.00,       175.3997,      0.9711,      4.3076,      0.0449,      0.0001,
                920,         459.50,       175.8256,      0.9687,      4.3096,      0.0451,      0.0043,
                921,         460.00,       175.8730,      0.9679,      4.3061,      0.0451,      0.0000,
                922,         460.50,       175.9193,      0.9674,      4.3045,      0.0451,      0.0034,
                923,         461.00,       175.9171,      0.9688,      4.3025,      0.0450,      0.0040,
                924,         461.50,       175.8306,      0.9700,      4.2983,      0.0448,      0.0002,
                925,         462.00,       175.6725,      0.9755,      4.2935,      0.0446,      0.0018,
                926,         462.50,       175.6725,      0.9755,      4.2935,      0.0446,      0.0000,
                927,         463.00,       176.6995,      0.9927,      4.3111,      0.0442,      0.0294,
                928,         463.50,       177.1557,      1.0108,      4.3252,      0.0440,      0.0175,
                929,         464.00,       177.3495,      1.0191,      4.3300,      0.0438,      0.0058,
                930,         464.50,       177.6031,      1.0227,      4.3374,      0.0438,      0.0007,
                931,         465.00,       177.6649,      1.0220,      4.3398,      0.0438,      0.0003,
                932,         465.50,       179.8118,      1.0034,      4.4022,      0.0455,      0.0045,
                933,         466.00,       180.4453,      0.9962,      4.4265,      0.0455,      0.0000,
                934,         466.50,       182.2495,      0.9829,      4.5311,      0.0472,      0.0062,
                935,         467.00,       182.4486,      0.9872,      4.5205,      0.0466,      0.0008,
                936,         467.50,       182.4843,      1.0006,      4.5292,      0.0465,      0.0082,
                937,         468.00,       182.3730,      1.0095,      4.5277,      0.0462,      0.0044,
                938,         468.50,       181.3930,      1.0136,      4.5143,      0.0460,      0.0008,
                939,         469.00,       178.3091,      1.0075,      4.4370,      0.0448,      0.0136,
                940,         469.50,       174.8320,      1.0271,      4.3736,      0.0435,      0.0297,
                941,         470.00,       171.7753,      1.0475,      4.3181,      0.0422,      0.0015,
                942,         470.50,       169.7437,      1.0542,      4.2803,      0.0416,      0.0004,
                943,         471.00,       169.1623,      1.0889,      4.2844,      0.0410,      0.0007,
                944,         471.50,       169.2791,      1.1097,      4.3010,      0.0410,      0.0111,
                945,         472.00,       169.4677,      1.1347,      4.3197,      0.0408,      0.0273,
                946,         472.50,       170.0413,      1.1828,      4.3630,      0.0409,      0.0092,
                947,         473.00,       170.0498,      1.1927,      4.3675,      0.0407,      0.0000,
                948,         473.50,       170.9309,      1.2413,      4.4237,      0.0404,      0.0305,
                949,         474.00,       171.8338,      1.2804,      4.4752,      0.0400,      0.0000,
                950,         474.50,       171.8338,      1.2804,      4.4752,      0.0400,      0.0000,
                951,         475.00,       171.8338,      1.2804,      4.4752,      0.0400,      0.0000,
                952,         475.50,       171.8978,      1.2832,      4.4816,      0.0401,      0.0001,
                953,         476.00,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                954,         476.50,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                955,         477.00,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                956,         477.50,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                957,         478.00,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                958,         478.50,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                959,         479.00,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                960,         479.50,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                961,         480.00,       171.8952,      1.2846,      4.4821,      0.0400,      0.0000,
                962,         480.50,       171.9784,      1.3129,      4.5207,      0.0405,      0.0007,
                963,         481.00,       171.9784,      1.3129,      4.5207,      0.0405,      0.0000,
                964,         481.50,       171.9979,      1.3253,      4.5316,      0.0404,      0.0078,
                965,         482.00,       172.0690,      1.3488,      4.5540,      0.0404,      0.0003,
                966,         482.50,       171.7993,      1.3484,      4.5477,      0.0403,      0.0000,
                967,         483.00,       170.9803,      1.4113,      4.6091,      0.0402,      0.0346,
                968,         483.50,       170.4819,      1.4907,      4.6721,      0.0402,      0.0241,
                969,         484.00,       170.2440,      1.5225,      4.6936,      0.0399,      0.0100,
                970,         484.50,       170.3663,      1.5404,      4.7164,      0.0400,      0.0035,
                971,         485.00,       169.9504,      1.5382,      4.7040,      0.0397,      0.0013,
                972,         485.50,       169.6126,      1.5382,      4.7121,      0.0400,      0.0006,
                973,         486.00,       169.4738,      1.5417,      4.7116,      0.0399,      0.0010,
                974,         486.50,       169.4888,      1.5438,      4.7144,      0.0399,      0.0001,
                975,         487.00,       169.6657,      1.5447,      4.7742,      0.0407,      0.0002,
                976,         487.50,       175.3484,      1.5351,      5.3480,      0.0520,      0.0021,
                977,         488.00,       174.6406,      1.5327,      5.3230,      0.0515,      0.0029,
                978,         488.50,       174.2382,      1.5365,      5.3022,      0.0511,      0.0075,
                979,         489.00,       174.3187,      1.5405,      5.2881,      0.0506,      0.0070,
